Loan_ID,Customer_ID,Branch_ID,Loan_Amount,Loan_Term,Interest_Rate,Loan_Type,Application_Date,Approval_Status,Default_Status
10268,3122,70,3307833.29,120,12.25,Auto,2022-04-20,Rejected,Not Applicable
10269,5799,51,516282.82,12,13.67,Gold,2023-04-11,Pending,Not Applicable
10270,8785,49,1770328.7,24,11.79,Business,2022-12-11,Approved,Default
10271,683,65,2060615.03,24,7.58,Auto,2025-01-11,Rejected,Not Applicable
10272,8569,1,3605120.76,24,8.48,Home,2022-04-14,Approved,No Default
10273,2658,67,1288687.94,60,11.7,Education,2022-09-12,Rejected,Not Applicable
10274,9383,38,903213.07,60,15.22,Business,2024-01-25,Rejected,Not Applicable
10275,905,40,2585923.49,60,10.76,Personal,2022-05-11,Rejected,Not Applicable
10276,3401,68,4500000,84,9.5,Home,2023-01-23,Rejected,Not Applicable
10277,9501,94,1822417.53,60,11.49,Education,2024-05-09,Rejected,Not Applicable
10278,5818,97,4500000,84,11.09,Home,2024-10-24,Pending,Not Applicable
10279,8906,21,4500000,36,7.72,Home,2024-08-31,Rejected,Not Applicable
10280,101,25,1204390.19,36,11.36,Personal,2025-03-10,Rejected,Not Applicable
10281,7347,83,1708476.29,36,9.21,Home,2022-08-08,Pending,Not Applicable
10282,2775,4,2748623.82,36,14.28,Personal,2022-08-07,Rejected,Not Applicable
10283,6121,17,359250.0,36,9.98,Gold,2023-04-09,Approved,Default
10284,7019,78,1720196.9,24,12.71,Gold,2023-07-23,Rejected,Not Applicable
10285,4562,68,1327694.66,36,15.32,Personal,2024-11-18,Rejected,Not Applicable
10286,1730,3,1215892.42,48,10.04,Gold,2024-12-20,Rejected,Not Applicable
10287,5931,14,2058399.35,120,15.74,Business,2025-02-20,Rejected,Not Applicable
10288,7691,90,830747.32,120,10.27,Gold,2022-12-06,Rejected,Not Applicable
10289,2905,23,400218.16,60,12.92,Gold,2022-01-10,Rejected,Not Applicable
10290,5685,75,1494354.15,24,16.29,Business,2024-08-19,Pending,Not Applicable
10291,2843,79,4500000,48,9.87,Auto,2023-12-29,Rejected,Not Applicable
10292,526,62,1827810.37,120,13.53,Personal,2024-08-18,Rejected,Not Applicable
10293,9199,99,1346829.4,120,14.7,Personal,2024-08-30,Approved,No Default
10294,1389,70,4500000,12,8.75,Home,2023-04-18,Approved,No Default
10295,7507,37,2972670.84,24,10.43,Education,2024-10-11,Rejected,Not Applicable
10296,3817,18,1730886.45,48,15.43,Personal,2024-02-09,Rejected,Not Applicable
10297,4142,46,3010277.05,60,8.31,Home,2024-10-01,Rejected,Not Applicable
10298,6753,71,2455137.03,48,16.4,Business,2022-08-22,Rejected,Not Applicable
10299,3945,20,4500000,12,8.59,Home,2022-10-26,Rejected,Not Applicable
10300,9674,48,756128.61,48,13.48,Education,2022-11-03,Rejected,Not Applicable
10301,2073,50,4500000,48,14.56,Business,2022-12-18,Rejected,Not Applicable
10302,6906,52,830561.21,24,9.91,Education,2023-06-11,Rejected,Not Applicable
10303,2732,15,793987.33,24,12.6,Personal,2024-09-08,Approved,No Default
10304,7358,100,2188776.71,60,7.5,Home,2022-06-24,Rejected,Not Applicable
10305,3420,3,4500000,60,9.86,Home,2023-01-15,Rejected,Not Applicable
10306,7526,65,4500000,60,7.84,Home,2022-10-28,Approved,No Default
10307,2147,82,2600113.39,84,12.13,Personal,2023-12-04,Rejected,Not Applicable
10308,4928,62,1523396.77,24,11.22,Education,2023-01-25,Rejected,Not Applicable
10309,9809,53,4500000,60,11.98,Home,2022-06-03,Rejected,Not Applicable
10310,4506,82,2020973.6,12,16.59,Business,2025-01-15,Approved,No Default
10311,1368,54,4082299.63,120,10.94,Auto,2024-04-07,Rejected,Not Applicable
10312,3918,40,4500000,36,10.87,Home,2024-04-17,Rejected,Not Applicable
10313,9640,54,4500000,48,7.5,Home,2022-02-07,Approved,No Default
10314,4197,11,1029574.82,36,12.36,Personal,2025-03-08,Approved,No Default
10315,895,46,1707496.91,60,8.88,Auto,2024-05-29,Rejected,Not Applicable
10316,5655,80,4500000,24,8.25,Home,2023-12-12,Approved,No Default
10317,8488,19,670748.75,24,15.29,Personal,2024-10-11,Approved,No Default
10318,7945,12,4319033.97,84,9.25,Home,2023-05-06,Approved,No Default
10319,9695,76,2554883.31,36,9.08,Education,2022-04-01,Rejected,Not Applicable
10320,1047,91,4500000,24,7.5,Home,2024-08-15,Rejected,Not Applicable
10321,3615,62,950547.16,48,14.63,Personal,2022-11-03,Rejected,Not Applicable
10322,4379,8,3695089.07,60,10.05,Home,2022-01-17,Approved,No Default
10323,9336,57,469711.76,60,12.82,Personal,2022-05-30,Rejected,Not Applicable
10324,7964,10,4500000,36,7.5,Home,2022-01-24,Rejected,Not Applicable
10325,6170,29,1238622.84,36,14.2,Personal,2023-02-10,Rejected,Not Applicable
10326,1087,89,4500000,60,9.99,Home,2024-02-25,Rejected,Not Applicable
10327,1738,58,865056.95,48,10.97,Personal,2023-11-06,Rejected,Not Applicable
10328,951,16,4500000,48,9.92,Auto,2022-01-05,Approved,No Default
10329,9403,20,1412226.92,60,12.06,Personal,2022-06-02,Rejected,Not Applicable
10330,1543,4,462729.4,60,12.64,Personal,2024-09-07,Approved,No Default
10331,4099,74,4500000,48,12.98,Business,2024-01-11,Approved,No Default
10332,6189,24,2644482.27,60,15.6,Personal,2022-08-28,Rejected,Not Applicable
10333,3688,7,4500000,12,10.42,Home,2022-12-26,Approved,No Default
10334,1811,5,786866.27,36,13.71,Gold,2024-04-25,Rejected,Not Applicable
10335,3771,100,451538.67,84,15.28,Personal,2024-08-28,Rejected,Not Applicable
10336,5378,48,1483171.57,48,13.64,Gold,2023-10-02,Rejected,Not Applicable
10337,8522,41,966194.42,48,13.32,Gold,2022-12-11,Rejected,Not Applicable
10338,1929,91,1735249.95,24,11.14,Auto,2023-10-29,Approved,No Default
10339,6905,12,4500000,24,8.45,Home,2023-12-19,Rejected,Not Applicable
10340,2495,65,4500000,36,7.5,Home,2023-03-06,Rejected,Not Applicable
10341,3385,14,1649416.33,24,11.76,Personal,2023-08-09,Rejected,Not Applicable
10342,4966,78,4500000,60,8.81,Home,2022-10-04,Rejected,Not Applicable
10343,6942,28,2616100.75,24,9.55,Auto,2023-11-13,Approved,No Default
10344,7755,92,4500000,48,13.63,Business,2023-04-01,Rejected,Not Applicable
10345,3950,1,1127650.96,36,7.83,Home,2022-11-19,Approved,No Default
10346,4143,99,4500000,36,10.79,Home,2023-09-18,Approved,No Default
10347,7317,90,4500000,36,14.23,Business,2024-07-14,Rejected,Not Applicable
10348,5340,25,4500000,60,11.46,Auto,2023-03-06,Rejected,Not Applicable
10349,2073,67,4500000,24,14.62,Business,2024-02-03,Rejected,Not Applicable
10350,8868,43,2220325.8,84,8.5,Education,2024-02-10,Approved,No Default
10351,3349,36,1954800.41,120,14.27,Business,2023-01-17,Rejected,Not Applicable
10352,1265,65,1668471.87,48,14.46,Personal,2024-08-06,Rejected,Not Applicable
10353,1954,33,1554314.08,48,15.36,Personal,2023-03-09,Rejected,Not Applicable
10354,8606,56,4500000,60,10.06,Home,2023-09-21,Rejected,Not Applicable
10355,3663,39,2243271.38,12,11.36,Education,2023-07-27,Rejected,Not Applicable
10356,3014,8,4500000,84,8.61,Home,2024-10-31,Rejected,Not Applicable
10357,2322,56,4500000,24,11.23,Home,2023-05-20,Rejected,Not Applicable
10358,4242,86,1205887.47,84,16.83,Personal,2023-07-25,Rejected,Not Applicable
10359,9266,44,999157.65,120,14.32,Personal,2024-02-23,Rejected,Not Applicable
10360,9668,2,4500000,84,7.78,Home,2024-03-13,Rejected,Not Applicable
10361,9580,10,4500000,36,9.59,Home,2024-02-04,Rejected,Not Applicable
10362,9830,70,2916356.05,48,14.03,Business,2023-11-24,Rejected,Not Applicable
10363,2702,49,2997574.73,36,13.95,Personal,2022-09-28,Rejected,Not Applicable
10364,1655,30,3105444.19,36,9.94,Home,2022-06-11,Approved,No Default
10365,6796,9,921644.37,48,8.85,Home,2024-12-18,Rejected,Not Applicable
10366,7468,10,1334378.28,48,9.51,Auto,2023-04-23,Rejected,Not Applicable
10367,7825,51,351375.55,12,12.23,Gold,2023-01-18,Approved,No Default
10368,855,45,2913152.6,60,9.67,Education,2023-03-31,Rejected,Not Applicable
10369,4107,18,1628909.09,60,13.32,Gold,2023-05-26,Rejected,Not Applicable
10370,1582,54,994219.59,24,12.3,Personal,2023-05-09,Pending,Not Applicable
10371,3920,86,1360580.3,60,15.21,Personal,2022-04-27,Approved,No Default
10372,6438,23,3589273.72,48,12.06,Education,2022-01-02,Approved,No Default
10373,956,20,3487709.2,36,13.54,Personal,2023-12-18,Rejected,Not Applicable
10374,1335,95,657780.27,60,14.69,Personal,2023-12-16,Approved,No Default
10375,4649,64,4500000,24,7.64,Home,2022-10-28,Rejected,Not Applicable
10376,4359,48,146534.13,36,12.96,Gold,2022-04-23,Approved,No Default
10377,7755,94,548143.77,12,13.38,Education,2022-11-07,Approved,No Default
10378,3474,72,1164370.98,24,14.38,Personal,2022-06-02,Approved,Default
10379,4791,56,3032590.7,48,15.55,Personal,2023-02-13,Rejected,Not Applicable
10380,3557,66,2372506.7,12,10.5,Personal,2023-09-18,Rejected,Not Applicable
10381,7298,53,2006882.33,84,12.95,Gold,2022-02-16,Rejected,Not Applicable
10382,2353,24,692073.89,12,14.69,Business,2024-07-12,Rejected,Not Applicable
10383,7385,74,339327.77,60,12.85,Gold,2024-10-29,Rejected,Not Applicable
10384,3361,3,2801636.65,24,11.95,Education,2023-09-06,Rejected,Not Applicable
10385,2356,36,2410799.89,120,15.98,Personal,2022-08-14,Rejected,Not Applicable
10386,6932,91,1701832.77,60,10.76,Auto,2022-04-21,Approved,No Default
10387,6038,91,544741.82,24,14.88,Personal,2024-12-09,Pending,Not Applicable
10388,9446,80,2068252.72,36,7.9,Auto,2023-12-10,Rejected,Not Applicable
10389,9165,62,4500000,12,17.32,Business,2023-09-26,Rejected,Not Applicable
10390,1743,62,1706433.92,36,9.49,Auto,2023-01-25,Rejected,Not Applicable
10391,9370,71,1463484.13,36,12.09,Personal,2022-02-16,Approved,No Default
10392,8340,11,4500000,60,7.5,Home,2023-10-26,Rejected,Not Applicable
10393,9084,63,2441824.9,24,12.42,Personal,2024-02-14,Rejected,Not Applicable
10394,9512,95,4156907.69,120,10.3,Education,2023-03-01,Approved,No Default
10395,754,6,1900170.33,84,8.15,Home,2024-07-08,Rejected,Not Applicable
10396,3733,18,4500000,120,11.59,Business,2024-03-19,Approved,No Default
10397,2917,55,4500000,60,8.9,Education,2024-08-25,Rejected,Not Applicable
10398,2307,48,3104665.79,36,13.59,Education,2023-03-06,Rejected,Not Applicable
10399,4337,47,3444942.51,60,16.46,Business,2022-05-09,Approved,No Default
10400,5634,28,1730403.31,120,11.49,Gold,2022-04-06,Rejected,Not Applicable
10401,5888,33,4500000,36,14.39,Business,2023-12-30,Rejected,Not Applicable
10402,9445,70,2470183.92,60,11.34,Auto,2023-09-06,Rejected,Not Applicable
10403,2644,75,4341180.59,60,8.27,Home,2023-11-05,Approved,No Default
10404,9390,7,1163433.25,24,10.11,Education,2023-07-19,Rejected,Not Applicable
10405,306,53,4357208.55,24,8.98,Education,2024-11-21,Approved,No Default
10406,2441,50,1706948.45,48,11.25,Personal,2023-10-24,Approved,No Default
10407,9650,82,1178699.62,48,12.4,Gold,2025-01-12,Pending,Not Applicable
10408,9356,75,2955292.43,24,10.06,Education,2024-06-27,Rejected,Not Applicable
10409,3412,56,2239064.72,48,13.58,Personal,2024-10-20,Approved,No Default
10410,408,59,2022973.86,36,13.7,Business,2023-03-06,Rejected,Not Applicable
10411,7000,59,926325.59,60,15.12,Gold,2022-03-05,Rejected,Not Applicable
10412,9332,81,4500000,36,15.03,Business,2023-11-12,Rejected,Not Applicable
10413,5265,49,1018395.15,60,9.02,Auto,2022-04-03,Rejected,Not Applicable
10414,3532,48,4500000,36,10.09,Home,2025-02-04,Rejected,Not Applicable
10415,7710,55,4500000,12,12.95,Business,2025-02-07,Approved,No Default
10416,2835,81,1133851.39,36,9.09,Auto,2024-07-10,Rejected,Not Applicable
10417,2671,42,3780780.41,120,8.47,Education,2023-08-14,Approved,No Default
10418,1279,19,315632.45,120,15.07,Personal,2024-08-28,Approved,No Default
10419,9572,36,2911281.62,60,8.78,Home,2023-09-30,Approved,No Default
10420,6275,49,2890847.51,60,11.6,Business,2023-12-28,Rejected,Not Applicable
10421,4701,74,4500000,36,11.91,Home,2022-02-04,Rejected,Not Applicable
10422,6328,6,2735910.76,36,8.07,Auto,2023-05-20,Approved,Default
10423,7012,46,544802.32,36,13.36,Education,2022-08-04,Rejected,Not Applicable
10424,2121,93,4500000,36,9.74,Home,2024-01-04,Approved,No Default
10425,5557,4,4500000,84,7.91,Home,2023-09-20,Rejected,Not Applicable
10426,6591,75,3598468.62,24,11.32,Education,2022-08-23,Rejected,Not Applicable
10427,5254,8,1113767.13,60,14.89,Business,2022-10-15,Approved,No Default
10428,1031,26,4500000,60,10.06,Home,2025-02-05,Rejected,Not Applicable
10429,4305,12,4015368.28,60,7.58,Home,2024-12-12,Approved,Default
10430,8965,22,4500000,48,7.99,Home,2023-06-09,Rejected,Not Applicable
10431,441,64,974119.23,36,10.37,Gold,2024-02-05,Rejected,Not Applicable
10432,8846,92,4500000,48,8.57,Home,2024-02-20,Approved,No Default
10433,5691,27,1804970.52,60,11.59,Auto,2023-06-27,Approved,No Default
10434,9433,50,4500000,48,8.77,Home,2022-03-08,Rejected,Not Applicable
10435,7919,23,2628562.91,24,9.96,Personal,2022-07-17,Approved,No Default
10436,7703,34,2137252.3,60,9.58,Education,2022-02-02,Approved,No Default
10437,8182,69,1161548.02,60,7.61,Home,2023-12-14,Rejected,Not Applicable
10438,3920,49,4500000,84,9.94,Home,2022-12-14,Rejected,Not Applicable
10439,2949,47,3898145.75,36,11.9,Auto,2022-09-05,Approved,Default
10440,3678,20,4097890.58,24,9.16,Home,2022-07-14,Pending,Not Applicable
10441,2952,58,2099016.96,24,14.22,Personal,2025-03-29,Rejected,Not Applicable
10442,4577,100,4500000,48,7.5,Home,2022-10-16,Rejected,Not Applicable
10443,3566,99,4500000,120,12.72,Home,2022-01-20,Rejected,Not Applicable
10444,7668,51,3364844.83,36,9.66,Education,2022-12-11,Approved,Default
10445,9814,52,3456869.65,24,11.85,Business,2023-03-30,Rejected,Not Applicable
10446,2818,72,1479084.63,12,9.45,Auto,2024-12-07,Approved,No Default
10447,2511,71,305023.11,60,11.74,Gold,2022-11-26,Approved,No Default
10448,4639,99,1740293.81,120,8.71,Education,2022-01-03,Approved,No Default
10449,6367,41,1426423.96,120,11.89,Gold,2022-07-03,Rejected,Not Applicable
10450,4374,69,955789.02,36,15.65,Business,2023-10-08,Approved,No Default
10451,6972,43,2394972.76,48,16.5,Personal,2022-07-21,Approved,No Default
10452,4332,73,4500000,60,9.51,Home,2022-06-18,Rejected,Not Applicable
10453,7098,10,2734992.17,24,9.85,Home,2022-10-09,Approved,No Default
10454,5260,6,2936540.73,48,13.12,Business,2024-02-27,Approved,No Default
10455,1438,7,1195203.25,24,10.74,Education,2023-02-07,Rejected,Not Applicable
10456,287,92,1729179.6,48,7.5,Home,2024-01-29,Rejected,Not Applicable
10457,8914,7,2092093.37,48,14.91,Gold,2024-08-24,Rejected,Not Applicable
10458,742,6,699168.93,84,12.54,Gold,2022-02-11,Approved,No Default
10459,4452,90,2999067.83,36,16.27,Business,2022-04-22,Rejected,Not Applicable
10460,4474,13,4500000,24,16.55,Business,2022-07-22,Rejected,Not Applicable
10461,4926,17,4500000,12,8.9,Home,2023-02-23,Approved,Default
10462,2106,90,743545.3,36,10.58,Education,2022-06-26,Rejected,Not Applicable
10463,4668,38,730953.31,60,12.37,Gold,2024-02-24,Rejected,Not Applicable
10464,4972,75,3485975.08,120,8.99,Home,2023-10-21,Approved,No Default
10465,3233,4,638605.96,60,11.44,Personal,2022-12-19,Pending,Not Applicable
10466,8749,73,4500000,48,7.85,Home,2022-11-26,Approved,No Default
10467,7192,59,2574148.53,60,13.71,Personal,2022-04-29,Rejected,Not Applicable
10468,8598,47,3395072.45,36,9.94,Auto,2022-07-31,Rejected,Not Applicable
10469,5526,69,1436824.64,60,12.13,Education,2024-11-29,Rejected,Not Applicable
10470,1281,43,3094166.22,120,12.21,Personal,2024-09-16,Pending,Not Applicable
10471,4978,29,1583889.48,12,7.73,Auto,2022-06-18,Approved,No Default
10472,454,48,1307650.44,60,9.49,Gold,2022-12-13,Pending,Not Applicable
10473,3187,1,1408953.35,48,16.11,Personal,2022-04-06,Approved,Default
10474,6558,37,4500000,12,8.79,Home,2024-08-18,Rejected,Not Applicable
10475,7750,69,4500000,36,7.5,Home,2022-11-14,Approved,No Default
10476,1669,90,1253203.67,24,13.07,Personal,2022-10-11,Approved,Default
10477,7444,42,648117.17,84,12.61,Personal,2024-07-10,Rejected,Not Applicable
10478,8753,56,1787943.77,48,13.78,Personal,2024-07-14,Rejected,Not Applicable
10479,9856,12,1759736.12,24,8.65,Auto,2023-08-14,Rejected,Not Applicable
10480,6726,34,2745773.23,120,13.4,Auto,2022-06-25,Rejected,Not Applicable
10481,4105,24,884065.79,60,9.57,Education,2023-06-08,Approved,No Default
10482,6632,62,827472.52,36,10.64,Gold,2023-12-03,Approved,No Default
10483,6617,19,4500000,24,9.82,Home,2024-05-04,Pending,Not Applicable
10484,9319,23,435219.06,84,11.72,Gold,2023-02-14,Rejected,Not Applicable
10485,9734,10,4500000,120,9.11,Home,2022-03-30,Rejected,Not Applicable
10486,2144,12,1539649.9,36,14.85,Personal,2023-07-19,Rejected,Not Applicable
10487,7022,41,603306.61,24,11.21,Education,2023-01-16,Approved,No Default
10488,6606,55,4500000,24,7.78,Home,2022-11-30,Approved,No Default
10489,6033,8,317495.36,48,14.32,Gold,2022-03-14,Approved,No Default
10490,696,94,2770931.94,36,14.58,Personal,2022-10-03,Rejected,Not Applicable
10491,4193,69,2875597.46,84,11.86,Personal,2022-02-07,Rejected,Not Applicable
10492,383,91,3399511.22,48,15.07,Personal,2022-08-05,Rejected,Not Applicable
10493,5859,54,1798244.17,60,9.67,Education,2023-02-11,Rejected,Not Applicable
10494,8881,21,4500000,120,14.78,Business,2024-02-04,Rejected,Not Applicable
10495,9887,60,1228508.7,60,14.98,Business,2025-03-05,Rejected,Not Applicable
10496,2570,18,1132682.69,60,13.03,Personal,2023-02-15,Approved,No Default
10497,282,4,2885150.42,48,13.57,Business,2024-05-30,Rejected,Not Applicable
10498,2964,16,631746.17,120,10.68,Home,2024-11-11,Approved,No Default
10499,3660,93,1555428.0,36,16.19,Business,2022-03-07,Rejected,Not Applicable
10500,47,94,1676714.4,24,13.27,Personal,2024-03-07,Rejected,Not Applicable
10501,4137,28,1225241.87,84,13.58,Personal,2023-08-30,Approved,No Default
10502,523,30,1151565.56,48,13.12,Business,2024-09-14,Pending,Not Applicable
10503,2723,40,4211309.66,60,15.91,Business,2024-01-05,Approved,No Default
10504,7282,22,1454605.84,60,9.98,Education,2022-04-06,Rejected,Not Applicable
10505,6759,41,444947.29,24,7.5,Home,2022-11-21,Approved,No Default
10506,2800,39,959087.9,12,12.04,Gold,2022-05-10,Pending,Not Applicable
10507,6502,62,4500000,24,13.06,Business,2024-07-30,Rejected,Not Applicable
10508,8049,24,4265374.42,60,9.66,Home,2024-11-19,Rejected,Not Applicable
10509,1843,1,1550038.83,60,10.86,Auto,2022-03-12,Approved,No Default
10510,1097,78,1545332.11,84,8.32,Home,2022-06-18,Rejected,Not Applicable
10511,1903,65,4500000,24,7.5,Home,2023-12-29,Approved,No Default
10512,7027,25,4500000,36,10.46,Home,2023-01-16,Rejected,Not Applicable
10513,3331,50,4500000,48,10.4,Home,2025-02-20,Approved,No Default
10514,9186,29,4500000,24,7.5,Home,2023-05-25,Rejected,Not Applicable
10515,4580,92,1005030.06,84,7.5,Home,2025-03-21,Rejected,Not Applicable
10516,5664,33,4500000,24,9.39,Home,2022-04-03,Rejected,Not Applicable
10517,6522,62,482133.85,48,13.68,Gold,2022-01-19,Pending,Not Applicable
10518,2707,79,2517231.09,12,11.29,Personal,2024-05-02,Rejected,Not Applicable
10519,176,76,1843916.59,84,7.5,Home,2025-03-18,Rejected,Not Applicable
10520,2198,65,3671504.65,48,12.55,Auto,2024-03-14,Rejected,Not Applicable
10521,6692,52,4500000,24,7.5,Home,2023-09-14,Approved,No Default
10522,5597,47,4500000,120,11.66,Home,2022-09-06,Approved,No Default
10523,9913,12,1432106.75,48,13.41,Auto,2023-01-11,Pending,Not Applicable
10524,6791,27,2043274.9,84,15.12,Personal,2024-08-31,Pending,Not Applicable
10525,7899,84,2253595.62,24,12.86,Business,2024-09-07,Rejected,Not Applicable
10526,4728,3,4500000,60,11.37,Home,2023-09-01,Rejected,Not Applicable
10527,5744,51,1581881.7,120,12.78,Personal,2022-09-17,Rejected,Not Applicable
10528,7805,51,992284.0,24,11.22,Gold,2022-07-11,Rejected,Not Applicable
10529,4390,60,385716.61,24,9.37,Education,2024-05-01,Pending,Not Applicable
10530,9429,19,4500000,48,9.07,Auto,2025-02-13,Pending,Not Applicable
10531,6076,55,2236281.67,24,10.19,Auto,2023-05-07,Rejected,Not Applicable
10532,1749,16,1300314.17,84,14.57,Personal,2024-07-22,Rejected,Not Applicable
10533,2640,93,1478370.1,36,12.95,Personal,2022-11-26,Rejected,Not Applicable
10534,6349,100,4158034.96,12,12.12,Education,2024-09-16,Rejected,Not Applicable
10535,9970,45,446678.59,12,10.8,Gold,2023-03-20,Approved,No Default
10536,3734,11,3026920.99,48,10.74,Home,2024-02-14,Rejected,Not Applicable
10537,931,62,1725595.05,60,12.23,Business,2022-11-23,Pending,Not Applicable
10538,7240,62,988913.36,24,8.4,Auto,2025-01-27,Approved,No Default
10539,8704,22,2125451.66,36,11.32,Auto,2022-02-28,Approved,No Default
10540,9824,32,4500000,84,7.5,Home,2025-03-14,Rejected,Not Applicable
10541,2080,23,1726985.11,60,11.09,Personal,2022-08-26,Rejected,Not Applicable
10542,4998,92,4500000,36,8.73,Home,2025-03-20,Approved,No Default
10543,2533,9,3860659.77,24,14.45,Personal,2024-09-22,Approved,No Default
10544,6368,87,2129216.49,12,12.55,Personal,2023-08-15,Approved,No Default
10545,8557,48,3268612.79,36,7.5,Home,2022-01-24,Rejected,Not Applicable
10546,7117,40,609024.43,36,11.55,Gold,2024-12-15,Rejected,Not Applicable
10547,4840,70,4500000,12,11.32,Home,2022-09-08,Rejected,Not Applicable
10548,1765,63,2539975.13,48,15.37,Business,2024-01-25,Rejected,Not Applicable
10549,8443,32,945209.0,60,13.3,Education,2022-05-31,Approved,Default
10550,13,83,1125857.97,24,8.03,Home,2022-09-14,Rejected,Not Applicable
10551,333,39,1397675.81,84,13.17,Education,2025-01-27,Rejected,Not Applicable
10552,2501,46,1360181.74,60,9.31,Education,2023-07-16,Approved,No Default
10553,5310,75,4500000,60,7.79,Home,2023-08-08,Rejected,Not Applicable
10554,9400,35,511901.17,60,12.95,Personal,2024-02-12,Approved,No Default
10555,3668,74,2149151.6,48,12.1,Education,2025-03-18,Rejected,Not Applicable
10556,6970,29,4500000,84,12.29,Business,2022-05-11,Approved,No Default
10557,2743,4,981692.12,36,13.03,Gold,2022-09-26,Rejected,Not Applicable
10558,766,58,877649.23,12,12.92,Personal,2024-03-05,Approved,No Default
10559,949,64,2345901.54,84,10.42,Personal,2023-05-08,Pending,Not Applicable
10560,688,34,4500000,36,10.07,Home,2022-05-04,Approved,No Default
10561,6401,78,289965.3,12,14.53,Personal,2024-08-23,Rejected,Not Applicable
10562,6353,30,3416590.85,24,16.33,Business,2023-10-02,Rejected,Not Applicable
10563,726,67,4500000,48,7.5,Home,2023-01-14,Rejected,Not Applicable
10564,616,7,4500000,24,8.8,Home,2022-03-29,Approved,No Default
10565,3501,73,1869437.71,36,14.68,Business,2023-11-30,Approved,No Default
10566,5146,86,2776882.24,24,11.07,Education,2022-11-24,Approved,No Default
10567,9960,48,4500000,36,13.0,Business,2023-05-21,Approved,No Default
10568,3147,62,4500000,60,10.26,Home,2022-05-06,Rejected,Not Applicable
10569,3700,31,1663692.04,36,9.65,Education,2024-11-27,Approved,Default
10570,4356,49,4117114.34,60,15.21,Business,2022-12-29,Approved,No Default
10571,6054,72,905560.24,48,14.46,Personal,2023-06-03,Rejected,Not Applicable
10572,8935,84,1161328.2,48,10.43,Auto,2022-09-16,Rejected,Not Applicable
10573,6419,77,4500000,36,10.35,Home,2023-04-23,Rejected,Not Applicable
10574,2256,62,1644856.04,48,12.3,Education,2024-08-18,Pending,Not Applicable
10575,6980,84,4500000,36,8.97,Home,2025-03-21,Approved,No Default
10576,4020,21,1799765.75,36,10.82,Auto,2024-10-25,Rejected,Not Applicable
10577,1662,12,4102234.34,24,15.73,Business,2024-04-30,Approved,No Default
10578,941,26,2352057.76,24,11.34,Personal,2023-03-20,Approved,No Default
10579,4050,5,1575665.67,84,10.2,Gold,2023-01-10,Rejected,Not Applicable
10580,9872,81,4500000,60,9.0,Home,2022-06-12,Pending,Not Applicable
10581,7024,70,4144122.08,36,9.56,Home,2024-04-24,Rejected,Not Applicable
10582,7656,26,2022040.5,60,10.92,Auto,2022-04-03,Rejected,Not Applicable
10583,751,89,1071950.54,36,11.03,Education,2022-08-18,Rejected,Not Applicable
10584,5001,59,3470550.96,24,12.93,Personal,2022-12-22,Approved,Default
10585,6437,57,4500000,84,9.88,Home,2024-04-17,Rejected,Not Applicable
10586,7395,14,1085133.85,48,10.99,Gold,2025-03-13,Rejected,Not Applicable
10587,9873,9,3503352.09,24,15.33,Business,2024-01-30,Rejected,Not Applicable
10588,5159,65,1109582.51,60,13.42,Education,2024-10-13,Pending,Not Applicable
10589,9679,41,4500000,84,13.25,Business,2022-02-27,Approved,No Default
10590,7967,52,396868.99,12,9.56,Gold,2022-10-13,Pending,Not Applicable
10591,3158,39,4500000,24,11.33,Home,2022-07-24,Approved,No Default
10592,9751,48,4133879.23,84,8.39,Home,2025-02-03,Rejected,Not Applicable
10593,902,4,754667.32,48,12.12,Gold,2023-09-26,Approved,No Default
10594,3697,12,490951.86,12,15.28,Personal,2023-09-13,Rejected,Not Applicable
10595,1562,67,1111551.35,24,15.53,Personal,2025-03-18,Approved,No Default
10596,5253,52,4500000,24,8.71,Home,2022-09-23,Approved,No Default
10597,5707,84,3723147.06,12,13.71,Business,2024-10-04,Rejected,Not Applicable
10598,7068,20,2574137.32,60,17.45,Business,2023-05-24,Approved,No Default
10599,201,28,4500000,120,16.23,Business,2024-11-30,Rejected,Not Applicable
10600,6011,20,930820.17,24,13.51,Personal,2023-07-18,Pending,Not Applicable
10601,6691,11,1607148.28,36,9.8,Education,2022-07-31,Rejected,Not Applicable
10602,1316,31,2193421.55,48,15.1,Business,2024-01-20,Rejected,Not Applicable
10603,3466,54,4500000,48,8.16,Home,2024-09-08,Rejected,Not Applicable
10604,6271,59,1011560.36,12,11.67,Gold,2024-12-28,Rejected,Not Applicable
10605,8726,58,552845.88,60,7.5,Auto,2023-01-06,Rejected,Not Applicable
10606,3536,60,2909482.13,60,12.09,Personal,2023-11-07,Pending,Not Applicable
10607,3859,99,1972557.58,36,11.41,Education,2024-06-06,Rejected,Not Applicable
10608,9900,64,3771530.91,48,11.75,Business,2023-08-25,Approved,No Default
10609,5485,61,4500000,36,7.5,Home,2024-09-16,Rejected,Not Applicable
10610,8229,77,4500000,84,7.5,Home,2025-03-20,Rejected,Not Applicable
10611,2077,2,2479559.95,60,15.32,Personal,2022-01-14,Rejected,Not Applicable
10612,7114,52,1556373.17,36,11.47,Education,2023-04-06,Rejected,Not Applicable
10613,755,18,1216967.37,12,15.38,Business,2024-01-18,Pending,Not Applicable
